Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2
2024,1,30977,34614,"Chicago, IL","Salt Lake City, UT",1259,990,327.77,UA,0.3568,348.99,WN,0.1566,255.20,-1,,
2024,1,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",550,989,235.40,WN,0.5942,213.34,WN,0.5942,213.34,-1,,
2024,1,32211,33195,"Las Vegas, NV","Tampa, FL (Metropolitan Area)",1984,981,262.58,WN,0.3397,319.83,F9,0.1221,131.53,-1,,
2024,1,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",247,969,210.04,WN,0.5598,191.79,WN,0.5598,191.79,-1,,
2024,1,31714,34100,"Fort Myers, FL","Philadelphia, PA",993,967,234.52,AA,0.5613,318.75,F9,0.3366,107.76,-1,,
2024,1,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",255,966,193.67,AA,0.3460,202.70,DL,0.1919,181.44,-1,,
2024,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",1698,965,242.09,AA,0.3808,228.64,B6,0.2117,203.48,-1,,
2024,1,30397,30423,"Atlanta, GA (Metropolitan Area)","Austin, TX",813,964,246.79,DL,0.6594,269.07,WN,0.2830,197.70,-1,,
2024,1,32467,31123,"Miami, FL (Metropolitan Area)","St. Louis, MO",1068,964,252.45,WN,0.6742,247.12,WN,0.6742,247.12,-1,,
2024,1,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",1148,961,188.42,DL,0.4798,203.30,B6,0.1013,141.34,-1,,
2024,1,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",632,956,208.68,DL,0.6856,228.68,B6,0.2618,153.75,-1,,
2024,1,33495,31454,"New Orleans, LA","Orlando, FL",551,954,175.28,WN,0.6329,197.86,NK,0.2334,104.92,-1,,
2024,1,30693,30466,"Nashville, TN","Phoenix, AZ",1449,950,259.50,WN,0.6534,261.46,WN,0.6534,261.46,-1,,
2024,1,31453,30693,"Houston, TX","Nashville, TN",670,942,226.36,WN,0.6305,204.25,WN,0.6305,204.25,-1,,
2024,1,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",787,941,194.99,UA,0.4236,229.59,NK,0.1821,106.69,-1,,
2024,1,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",2105,938,397.37,DL,0.6195,460.82,B6,0.2175,284.78,-1,,
2024,1,30325,31295,"Denver, CO","Detroit, MI",1123,935,221.54,DL,0.5635,243.10,WN,0.1747,177.67,-1,,
2024,1,30977,34492,"Chicago, IL","Raleigh/Durham, NC",646,935,215.87,AA,0.3760,241.65,WN,0.2701,172.18,-1,,
2024,1,34100,32457,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,935,349.63,AA,0.6295,355.49,AA,0.6295,355.49,-1,,
2024,1,33342,30466,"Milwaukee, WI","Phoenix, AZ",1460,933,247.46,WN,0.6274,247.43,SY,0.1143,130.80,-1,,
2024,1,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",688,931,202.46,WN,0.3022,204.59,G4,0.1491,103.69,-1,,
2024,1,31453,34100,"Houston, TX","Philadelphia, PA",1335,930,226.60,UA,0.4450,264.10,NK,0.2102,109.99,-1,,
2024,1,34057,33570,"Portland, OR","San Diego, CA",933,924,224.73,AS,0.7546,226.65,AS,0.7546,226.65,-1,,
2024,1,31650,32457,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,920,326.39,DL,0.7171,338.03,DL,0.7171,338.03,-1,,
2024,1,31453,30559,"Houston, TX","Seattle, WA",1894,920,338.54,UA,0.4010,362.44,AS,0.3684,315.31,-1,,
2024,1,30325,33198,"Denver, CO","Kansas City, MO",533,920,166.61,WN,0.6370,160.91,WN,0.6370,160.91,-1,,
2024,1,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",942,917,212.04,WN,0.3135,198.22,NK,0.1112,100.81,-1,,
2024,1,30977,33198,"Chicago, IL","Kansas City, MO",405,917,201.20,WN,0.4713,179.01,WN,0.4713,179.01,-1,,
2024,1,30325,34057,"Denver, CO","Portland, OR",991,915,164.66,UA,0.4104,187.15,AS,0.1828,147.41,-1,,
2024,1,32211,31123,"Las Vegas, NV","St. Louis, MO",1371,914,232.67,WN,0.7133,257.53,F9,0.2073,116.61,-1,,
2024,1,30397,34492,"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",356,914,208.96,DL,0.7593,230.08,WN,0.1486,147.34,-1,,
2024,1,30325,31123,"Denver, CO","St. Louis, MO",770,913,186.07,WN,0.6612,187.17,WN,0.6612,187.17,-1,,
2024,1,34100,30466,"Philadelphia, PA","Phoenix, AZ",2075,910,383.11,AA,0.8530,406.20,F9,0.0309,142.14,-1,,
2024,1,30647,33195,"Cleveland, OH (Metropolitan Area)","Tampa, FL (Metropolitan Area)",927,898,151.11,F9,0.4583,107.79,F9,0.4583,107.79,-1,,
2024,1,31057,30325,"Charlotte, NC","Denver, CO",1337,893,220.03,AA,0.5786,243.03,F9,0.1356,105.23,-1,,
2024,1,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",1061,889,273.27,AA,0.6761,298.79,WN,0.1958,214.46,-1,,
2024,1,30994,30852,"Charleston, SC","Washington, DC (Metropolitan Area)",472,886,217.06,AA,0.4479,224.89,WN,0.3495,193.67,-1,,
2024,1,30693,33195,"Nashville, TN","Tampa, FL (Metropolitan Area)",612,885,189.75,WN,0.7090,185.66,WN,0.7090,185.66,-1,,
2024,1,30397,31650,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",907,885,308.71,DL,0.6629,399.63,NK,0.2554,100.52,-1,,
2024,1,30325,33495,"Denver, CO","New Orleans, LA",1062,884,212.60,WN,0.4892,202.60,WN,0.4892,202.60,-1,,
2024,1,31650,33570,"Minneapolis/St. Paul, MN","San Diego, CA",1532,877,260.08,DL,0.5875,317.18,SY,0.2739,160.52,-1,,
2024,1,31714,32337,"Fort Myers, FL","Indianapolis, IN",945,876,203.86,WN,0.6442,236.61,NK,0.2849,97.91,-1,,
2024,1,31057,34100,"Charlotte, NC","Philadelphia, PA",449,874,215.58,AA,0.6727,267.91,F9,0.3108,101.09,-1,,
2024,1,30397,30559,"Atlanta, GA (Metropolitan Area)","Seattle, WA",2182,866,321.01,DL,0.5618,366.24,AS,0.3368,269.46,-1,,
2024,1,30198,33195,"Pittsburgh, PA","Tampa, FL (Metropolitan Area)",878,865,172.79,WN,0.5376,198.42,NK,0.2199,108.74,-1,,
2024,1,34986,30852,"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",880,864,211.41,WN,0.5141,221.47,UA,0.1550,210.01,-1,,
2024,1,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",1592,861,277.83,WN,0.6345,252.84,WN,0.6345,252.84,-1,,
2024,1,33198,32211,"Kansas City, MO","Las Vegas, NV",1139,859,258.22,WN,0.6496,275.87,NK,0.1869,123.27,-1,,
2024,1,30466,31123,"Phoenix, AZ","St. Louis, MO",1262,855,275.48,WN,0.6873,264.27,WN,0.6873,264.27,-1,,
2024,1,32211,30693,"Las Vegas, NV","Nashville, TN",1587,854,275.78,WN,0.6585,304.35,NK,0.1776,106.91,-1,,
2024,1,31453,34614,"Houston, TX","Salt Lake City, UT",1214,844,321.91,UA,0.4162,349.01,WN,0.2150,279.05,-1,,
2024,1,30325,33214,"Denver, CO","San Antonio, TX",794,839,195.32,WN,0.5066,183.64,WN,0.5066,183.64,-1,,
2024,1,31703,34057,"New York City, NY (Metropolitan Area)","Portland, OR",2482,837,318.58,AS,0.3590,276.72,AS,0.3590,276.72,-1,,
2024,1,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",1846,834,197.57,F9,0.4242,121.00,NK,0.1343,95.95,-1,,
2024,1,33316,30466,"Omaha, NE","Phoenix, AZ",1037,833,230.48,WN,0.5894,232.70,WN,0.5894,232.70,-1,,
2024,1,32337,30852,"Indianapolis, IN","Washington, DC (Metropolitan Area)",516,828,216.32,AA,0.5009,220.35,WN,0.2866,203.66,-1,,
2024,1,31454,33570,"Orlando, FL","San Diego, CA",2149,827,256.92,AS,0.5080,243.38,WN,0.1294,225.52,-1,,
2024,1,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,820,258.12,DL,0.7175,285.10,B6,0.1583,161.47,-1,,
2024,1,30792,32467,"Buffalo, NY","Miami, FL (Metropolitan Area)",1185,815,213.40,B6,0.3707,223.47,AA,0.2126,173.10,-1,,
2024,1,30257,31454,"Albany, NY","Orlando, FL",1073,814,203.66,WN,0.5621,204.91,B6,0.3221,191.39,-1,,
2024,1,31453,33570,"Houston, TX","San Diego, CA",1313,807,298.09,UA,0.5375,338.17,WN,0.3236,259.38,-1,,
2024,1,31057,30466,"Charlotte, NC","Phoenix, AZ",1773,806,349.20,AA,0.8400,369.03,F9,0.0202,133.11,-1,,
2024,1,30423,33570,"Austin, TX","San Diego, CA",1164,804,225.86,WN,0.5255,214.46,AS,0.2746,205.17,-1,,
2024,1,32337,32211,"Indianapolis, IN","Las Vegas, NV",1590,802,228.93,WN,0.5465,267.30,NK,0.2263,109.80,-1,,
2024,1,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",1788,801,313.49,AA,0.4802,371.63,WN,0.3114,265.08,-1,,
2024,1,30423,30559,"Austin, TX","Seattle, WA",1770,799,275.63,AS,0.6119,266.81,AS,0.6119,266.81,-1,,
2024,1,31453,31650,"Houston, TX","Minneapolis/St. Paul, MN",1057,796,257.54,DL,0.4963,279.28,WN,0.1109,191.68,-1,,
2024,1,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",204,794,190.54,AA,0.5329,238.20,NK,0.1940,99.09,-1,,
2024,1,31454,35096,"Orlando, FL","Syracuse, NY",1053,782,171.86,B6,0.3353,192.34,F9,0.2569,120.23,-1,,
2024,1,30647,30466,"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",1754,777,222.39,F9,0.3301,116.25,F9,0.3301,116.25,-1,,
2024,1,32211,33342,"Las Vegas, NV","Milwaukee, WI",1524,764,200.62,WN,0.5574,246.22,NK,0.3011,99.99,-1,,
2024,1,31295,32457,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,763,440.40,DL,0.6997,500.18,F9,0.0710,168.08,-1,,
2024,1,30397,34614,"Atlanta, GA (Metropolitan Area)","Salt Lake City, UT",1590,762,428.62,DL,0.7696,490.19,F9,0.0776,118.45,-1,,
2024,1,33105,33195,"Cincinnati, OH","Tampa, FL (Metropolitan Area)",776,760,147.80,F9,0.3960,96.64,F9,0.3960,96.64,-1,,
2024,1,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",967,760,239.55,WN,0.6327,224.75,WN,0.6327,224.75,-1,,
2024,1,30529,33195,"Hartford, CT","Tampa, FL (Metropolitan Area)",1111,759,171.64,B6,0.3708,174.92,WN,0.3654,169.37,-1,,
2024,1,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,758,217.39,WN,0.5823,196.40,WN,0.5823,196.40,-1,,
2024,1,30977,30647,"Chicago, IL","Cleveland, OH (Metropolitan Area)",343,756,204.00,UA,0.5990,209.91,WN,0.2065,175.64,-1,,
2024,1,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",1371,755,247.34,B6,0.3926,218.87,B6,0.3926,218.87,-1,,
2024,1,31453,33158,"Houston, TX","Midland/Odessa, TX",441,750,248.72,WN,0.5016,194.42,WN,0.5016,194.42,-1,,
2024,1,30559,31884,"Seattle, WA","Spokane, WA",224,749,186.60,AS,0.7485,190.91,DL,0.2501,173.95,-1,,
2024,1,32337,30466,"Indianapolis, IN","Phoenix, AZ",1488,748,285.00,WN,0.5193,249.03,WN,0.5193,249.03,-1,,
2024,1,30721,31136,"Boston, MA (Metropolitan Area)","Jacksonville, FL",1028,747,226.66,DL,0.4216,251.19,AA,0.1445,224.62,-1,,
2024,1,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2239,733,377.01,AA,0.3535,386.03,WN,0.1437,276.79,-1,,
2024,1,33495,32457,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",1911,732,288.95,UA,0.5002,332.35,WN,0.3220,235.12,-1,,
2024,1,30977,34986,"Chicago, IL","Sarasota/Bradenton, FL",1050,732,273.57,UA,0.4125,303.40,WN,0.3462,234.63,-1,,
2024,1,30325,34492,"Denver, CO","Raleigh/Durham, NC",1436,728,230.22,UA,0.4133,265.62,F9,0.1596,121.99,-1,,
2024,1,30693,34100,"Nashville, TN","Philadelphia, PA",675,728,205.56,AA,0.4640,267.03,NK,0.1423,100.82,-1,,
2024,1,31986,31454,"Grand Rapids, MI","Orlando, FL",1024,724,182.79,F9,0.5207,105.05,F9,0.5207,105.05,-1,,
2024,1,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",453,722,197.36,AA,0.3219,214.24,AS,0.1573,166.74,-1,,
2024,1,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",562,722,214.13,WN,0.5990,187.18,WN,0.5990,187.18,-1,,
2024,1,30977,34027,"Chicago, IL","West Palm Beach/Palm Beach, FL",1144,720,304.47,UA,0.4596,309.10,AA,0.4479,302.11,-1,,
2024,1,31714,33342,"Fort Myers, FL","Milwaukee, WI",1183,720,210.09,WN,0.5267,257.18,F9,0.1632,106.11,-1,,
2024,1,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",761,719,269.38,AA,0.6440,293.17,WN,0.3036,213.93,-1,,
2024,1,30397,33570,"Atlanta, GA (Metropolitan Area)","San Diego, CA",1892,718,357.13,DL,0.5886,438.39,WN,0.1272,255.16,-1,,
2024,1,30977,31295,"Chicago, IL","Detroit, MI",235,717,213.36,DL,0.5087,212.22,DL,0.5087,212.22,-1,,
2024,1,30713,30559,"Boise, ID","Seattle, WA",399,715,181.06,AS,0.7531,181.02,DL,0.2445,180.45,-1,,
2024,1,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",1240,715,241.34,B6,0.4115,301.30,G4,0.1070,135.68,-1,,
2024,1,31057,31453,"Charlotte, NC","Houston, TX",920,713,265.13,AA,0.5761,270.45,AA,0.5761,270.45,-1,,
2024,1,30325,32337,"Denver, CO","Indianapolis, IN",977,710,201.02,WN,0.5750,188.32,WN,0.5750,188.32,-1,,
2024,1,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",507,709,234.65,AA,0.8198,254.79,NK,0.1309,98.15,-1,,
2024,1,34492,33195,"Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)",587,706,176.53,DL,0.4777,187.87,WN,0.3197,162.50,-1,,
2024,1,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",554,698,199.25,DL,0.7424,214.89,WN,0.1262,154.42,-1,,
2024,1,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",777,698,183.62,DL,0.4868,206.38,B6,0.1589,120.53,-1,,
2024,1,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",484,695,215.67,DL,0.5270,241.75,WN,0.4502,185.28,-1,,
2024,1,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",1814,690,352.30,AA,0.3919,386.45,WN,0.2764,279.79,-1,,
2024,1,30325,33192,"Denver, CO","Sacramento, CA",909,688,203.67,WN,0.5871,188.34,WN,0.5871,188.34,-1,,
2024,1,31066,33195,"Columbus, OH","Tampa, FL (Metropolitan Area)",829,688,188.58,WN,0.6710,202.73,G4,0.1161,108.74,-1,,
2024,1,30423,30693,"Austin, TX","Nashville, TN",756,687,177.04,WN,0.8470,168.89,WN,0.8470,168.89,-1,,
2024,1,31453,31123,"Houston, TX","St. Louis, MO",687,686,236.40,WN,0.6755,217.31,WN,0.6755,217.31,-1,,
2024,1,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",601,686,134.73,NK,0.6081,96.99,NK,0.6081,96.99,-1,,
2024,1,30977,33214,"Chicago, IL","San Antonio, TX",1041,686,255.48,WN,0.3562,227.51,WN,0.3562,227.51,-1,,
2024,1,30325,31714,"Denver, CO","Fort Myers, FL",1607,677,272.38,UA,0.5805,314.17,WN,0.1935,220.49,-1,,
2024,1,30977,31066,"Chicago, IL","Columbus, OH",296,676,199.58,UA,0.4428,211.14,WN,0.3559,163.10,-1,,
2024,1,31066,30852,"Columbus, OH","Washington, DC (Metropolitan Area)",337,676,187.91,WN,0.4130,167.46,WN,0.4130,167.46,-1,,
2024,1,34057,33192,"Portland, OR","Sacramento, CA",479,673,193.84,WN,0.5975,182.21,WN,0.5975,182.21,-1,,
2024,1,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",190,670,214.08,WN,0.5427,196.39,WN,0.5427,196.39,-1,,
2024,1,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",496,659,188.16,B6,0.5580,177.39,B6,0.5580,177.39,-1,,
2024,1,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",836,659,206.62,B6,0.4181,213.36,MX,0.1598,105.10,-1,,
2024,1,32467,34524,"Miami, FL (Metropolitan Area)","Richmond, VA",825,659,186.45,AA,0.3232,224.90,NK,0.3022,111.31,-1,,
2024,1,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2073,655,299.66,UA,0.5602,326.83,WN,0.1245,233.25,-1,,
2024,1,30397,33214,"Atlanta, GA (Metropolitan Area)","San Antonio, TX",874,654,253.51,DL,0.6279,284.15,WN,0.2947,191.76,-1,,
2024,1,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",695,650,194.79,DL,0.6226,222.62,SY,0.1690,111.68,-1,,
2024,1,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",1251,648,279.39,WN,0.5439,270.80,WN,0.5439,270.80,-1,,
2024,1,31650,30559,"Minneapolis/St. Paul, MN","Seattle, WA",1399,647,256.90,DL,0.5520,291.19,AS,0.3307,227.54,-1,,
2024,1,34492,32457,"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",2400,644,340.11,UA,0.5097,371.72,AA,0.2036,293.86,-1,,
2024,1,32457,33195,"San Francisco, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2393,644,340.13,UA,0.5283,365.47,WN,0.1394,264.96,-1,,
2024,1,30397,32337,"Atlanta, GA (Metropolitan Area)","Indianapolis, IN",432,639,229.31,DL,0.7020,252.58,WN,0.2658,169.42,-1,,
2024,1,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",962,639,251.44,WN,0.3448,220.99,WN,0.3448,220.99,-1,,
2024,1,30397,34027,"Atlanta, GA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",545,638,240.53,DL,0.8852,251.96,WN,0.0979,138.89,-1,,
2024,1,31066,31714,"Columbus, OH","Fort Myers, FL",930,635,219.76,WN,0.7227,237.13,MX,0.1005,108.38,-1,,
2024,1,30693,32457,"Nashville, TN","San Francisco, CA (Metropolitan Area)",1969,634,323.20,WN,0.3887,292.72,AA,0.1202,274.48,-1,,
2024,1,31454,34524,"Orlando, FL","Richmond, VA",667,632,168.89,B6,0.5534,164.78,NK,0.1804,100.30,-1,,
2024,1,30140,30466,"Albuquerque, NM","Phoenix, AZ",328,630,187.76,WN,0.7773,179.66,WN,0.7773,179.66,-1,,
2024,1,30713,30466,"Boise, ID","Phoenix, AZ",749,630,219.06,WN,0.4122,198.65,WN,0.4122,198.65,-1,,
2024,1,33105,32211,"Cincinnati, OH","Las Vegas, NV",1678,627,217.96,DL,0.3681,320.89,G4,0.1344,116.82,-1,,
2024,1,31066,32211,"Columbus, OH","Las Vegas, NV",1771,626,232.03,WN,0.5633,265.73,NK,0.2919,113.17,-1,,
2024,1,30792,33195,"Buffalo, NY","Tampa, FL (Metropolitan Area)",1053,626,195.81,WN,0.5401,231.56,F9,0.3277,116.56,-1,,
2024,1,30466,33214,"Phoenix, AZ","San Antonio, TX",843,625,238.74,WN,0.5621,217.14,WN,0.5621,217.14,-1,,
2024,1,30466,31884,"Phoenix, AZ","Spokane, WA",1034,625,230.51,WN,0.4137,220.98,G4,0.1082,97.71,-1,,
2024,1,32211,34492,"Las Vegas, NV","Raleigh/Durham, NC",2026,622,311.05,DL,0.3374,397.02,WN,0.2360,249.79,-1,,
2024,1,31454,33214,"Orlando, FL","San Antonio, TX",1041,622,219.08,WN,0.5130,243.51,NK,0.2201,103.40,-1,,
2024,1,31703,33192,"New York City, NY (Metropolitan Area)","Sacramento, CA",2521,616,257.22,B6,0.4143,218.05,B6,0.4143,218.05,-1,,
2024,1,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",313,613,229.22,DL,0.4754,237.91,AA,0.2257,194.09,-1,,
2024,1,30194,34057,"Dallas/Fort Worth, TX","Portland, OR",1626,612,304.78,AA,0.4971,349.12,AS,0.2980,283.63,-1,,
2024,1,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",430,610,186.25,DL,0.3485,190.35,AA,0.2185,180.58,-1,,
2024,1,31650,34262,"Minneapolis/St. Paul, MN","Palm Springs, CA",1454,609,248.38,SY,0.5134,161.69,SY,0.5134,161.69,-1,,
2024,1,31714,30529,"Fort Myers, FL","Hartford, CT",1180,606,176.14,B6,0.4846,191.16,MX,0.3271,136.59,-1,,
2024,1,31986,33195,"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",1044,606,154.42,G4,0.5151,123.52,F9,0.2582,120.24,-1,,
2024,1,33044,31454,"Louisville, KY","Orlando, FL",719,604,177.81,WN,0.6123,191.56,NK,0.2518,89.51,-1,,
2024,1,32211,30198,"Las Vegas, NV","Pittsburgh, PA",1910,600,236.04,WN,0.4771,277.02,NK,0.3272,99.31,-1,,
2024,1,31066,32575,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",1995,599,252.58,NK,0.3946,110.88,NK,0.3946,110.88,-1,,
2024,1,31453,33198,"Houston, TX","Kansas City, MO",666,597,230.65,WN,0.5691,209.25,WN,0.5691,209.25,-1,,
2024,1,30977,30198,"Chicago, IL","Pittsburgh, PA",413,595,199.91,UA,0.4832,212.55,WN,0.3070,164.47,-1,,
2024,1,31454,34057,"Orlando, FL","Portland, OR",2534,594,271.21,AS,0.6205,285.24,AA,0.1032,209.51,-1,,
2024,1,32211,33495,"Las Vegas, NV","New Orleans, LA",1500,592,233.10,WN,0.5157,280.22,NK,0.3432,120.65,-1,,
2024,1,33244,31454,"Memphis, TN","Orlando, FL",684,589,190.61,WN,0.4977,194.67,NK,0.1825,102.98,-1,,
2024,1,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",2136,588,244.60,NK,0.3237,103.53,NK,0.3237,103.53,-1,,
2024,1,30194,33192,"Dallas/Fort Worth, TX","Sacramento, CA",1442,588,311.72,AA,0.5610,348.18,WN,0.3250,271.88,-1,,
2024,1,34100,33570,"Philadelphia, PA","San Diego, CA",2370,588,368.10,AA,0.7979,387.23,NK,0.0148,181.72,-1,,
2024,1,30977,34057,"Chicago, IL","Portland, OR",1751,587,276.95,UA,0.4318,311.59,WN,0.1544,236.54,-1,,
2024,1,30977,31136,"Chicago, IL","Jacksonville, FL",864,586,262.75,UA,0.5411,271.97,WN,0.2177,216.51,-1,,
2024,1,30693,34492,"Nashville, TN","Raleigh/Durham, NC",442,572,198.54,WN,0.5063,182.09,WN,0.5063,182.09,-1,,
2024,1,30397,33198,"Atlanta, GA (Metropolitan Area)","Kansas City, MO",692,570,254.82,DL,0.6265,276.53,WN,0.3359,214.84,-1,,
2024,1,30977,31123,"Chicago, IL","St. Louis, MO",258,570,207.37,WN,0.4561,190.69,WN,0.4561,190.69,-1,,
2024,1,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",1023,570,277.51,AA,0.7550,297.92,F9,0.0818,100.32,-1,,
2024,1,30423,34614,"Austin, TX","Salt Lake City, UT",1086,565,270.53,DL,0.6140,292.39,WN,0.2799,234.57,-1,,
2024,1,31066,30194,"Columbus, OH","Dallas/Fort Worth, TX",926,565,277.11,AA,0.6527,298.17,WN,0.2792,224.38,-1,,
2024,1,30397,31714,"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",515,562,218.79,DL,0.7708,245.27,WN,0.1145,145.66,-1,,
2024,1,31714,30198,"Fort Myers, FL","Pittsburgh, PA",966,560,200.26,WN,0.4730,263.73,MX,0.1181,100.62,-1,,
2024,1,30397,34524,"Atlanta, GA (Metropolitan Area)","Richmond, VA",481,558,228.66,DL,0.7492,250.41,WN,0.2100,153.44,-1,,
2024,1,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",325,555,223.34,AA,0.4817,226.79,WN,0.3022,211.65,-1,,
2024,1,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",812,555,239.99,AA,0.7434,256.66,F9,0.1498,116.47,-1,,
2024,1,32467,34057,"Miami, FL (Metropolitan Area)","Portland, OR",2700,554,267.58,AS,0.5839,242.01,AS,0.5839,242.01,-1,,
2024,1,31454,34576,"Orlando, FL","Rochester, NY",1033,553,193.49,WN,0.4819,213.20,NK,0.3187,116.85,-1,,
2024,1,30559,33195,"Seattle, WA","Tampa, FL (Metropolitan Area)",2520,552,288.73,AS,0.5982,277.15,AS,0.5982,277.15,-1,,
2024,1,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",481,551,195.16,DL,0.3356,219.12,UA,0.3193,182.95,-1,,
2024,1,33316,31454,"Omaha, NE","Orlando, FL",1211,551,232.88,WN,0.6106,239.42,F9,0.1639,109.95,-1,,
2024,1,34057,34614,"Portland, OR","Salt Lake City, UT",630,549,233.48,DL,0.6966,241.29,AS,0.2257,217.97,-1,,
2024,1,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",1225,549,210.18,B6,0.4116,202.77,AA,0.1735,197.59,-1,,
2024,1,31123,33195,"St. Louis, MO","Tampa, FL (Metropolitan Area)",869,549,228.46,WN,0.8775,222.11,WN,0.8775,222.11,-1,,
2024,1,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",488,548,167.75,WN,0.6984,182.90,NK,0.2483,100.29,-1,,
2024,1,31066,30466,"Columbus, OH","Phoenix, AZ",1670,546,310.19,AA,0.5118,337.22,WN,0.3969,261.86,-1,,
2024,1,31057,30693,"Charlotte, NC","Nashville, TN",328,545,230.46,AA,0.8343,241.06,WN,0.1447,164.60,-1,,
2024,1,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",528,545,249.39,DL,0.7525,294.62,NK,0.2136,91.63,-1,,
2024,1,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",318,544,192.27,DL,0.3321,216.10,AA,0.3051,154.45,-1,,
2024,1,30713,32457,"Boise, ID","San Francisco, CA (Metropolitan Area)",523,543,213.33,WN,0.5431,184.40,WN,0.5431,184.40,-1,,
2024,1,33105,30466,"Cincinnati, OH","Phoenix, AZ",1569,543,256.10,AA,0.3915,321.75,F9,0.3234,137.65,-1,,
2024,1,31136,34100,"Jacksonville, FL","Philadelphia, PA",742,540,211.76,AA,0.5425,279.37,F9,0.4026,111.31,-1,,
2024,1,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",643,538,209.58,UA,0.3477,208.83,AA,0.2940,186.52,-1,,
2024,1,30647,30325,"Cleveland, OH (Metropolitan Area)","Denver, CO",1224,537,226.80,UA,0.5315,260.82,F9,0.1247,122.47,-1,,
